Created on,author,is_retweet,is_reply,tweet_id,tweet_body,language,likes,retweet_count,source,medias,user_mentioned,urls,hashtags,symbols
Wed Sep 14 11:56:31 +0000 2022,RickSchwartz.com  The Domain King  Since 1995,False,False,1570018656020566019,"11 YEARS ago #GOLD was priced higher than TODAY!

These monetary hedges against inflation have FAILED miserably.

How will proponents of gold &amp; #BTC proclaim they are hedges against inflation explain this??

They have been HORRIBLE LOSERS!!

#Domains  #RealEstate #CASH WINNERS!! https://t.co/c3s5mklf5p",en,15,4,Twitter Web App, https://twitter.com/DomainKing/status/1570018656020566019/photo/1;,,, GOLD; BTC; Domains; RealEstate; CASH;,
Thu Sep 15 02:52:59 +0000 2022,Amit Khandelwal,False,False,1570244259739242496,"TRADE SETUP: The DJIA closed flat, added 30 points after a worst day. FII data negative. Yesterday we saw a sharp recovery in Both index. Nifty 18070 to 18115 resistance,17900/835 support. If this index cross 18115 and sustain a while then next possible Target 18240/350.",en,,,Twitter for Android,,,,,
Tue Sep 13 23:17:12 +0000 2022,Rebecca D'sister,False,True,1569827567019884545,"@JudiciaryGOP @JoeBiden Only novices or fools worry about glitches in the financial markets.

In 1983, the market crashed, and I rode it out.  Same in 2009.  

Look at the big picture and stop gloating.

https://t.co/7p1bXt7K9A",en,3,1,Twitter Web App,, JudiciaryGOP; JoeBiden;, https://www.macrotrends.net/1319/dow-jones-100-year-historical-chart;,,
Thu Sep 15 00:49:21 +0000 2022,Ed Black,False,True,1570213144584417280,"@Lancegooden Yet under Biden, the DJIA has never sunk as low as the highest peak it reached under Trump.  https://t.co/NaqUmlglVt",en,,,Twitter for iPad, https://twitter.com/EdBlackEsq/status/1570213144584417280/photo/1;, Lancegooden;,,,
Wed Sep 14 15:31:46 +0000 2022,Randylus,False,False,1570072822323773440,#DJIA Weekly https://t.co/e3W2SqObdp,en,,,Twitter Web App, https://twitter.com/randylus/status/1570072822323773440/photo/1;,,, DJIA;,
Wed Sep 14 22:29:33 +0000 2022,Stony Curtis MAGA,False,True,1570177961764192259,"@Jim_Jordan DJIA when Biden was inaugurated = 31188

DJIA today = 31135 https://t.co/hi4DdwsAsk",en,,,Twitter for iPhone, https://twitter.com/Stony1Curtis/status/1570177961764192259/photo/1;, Jim_Jordan;,,,
Wed Sep 14 23:37:21 +0000 2022,TradeInflection,False,False,1570195023634878464,"Daily Futures results in @HubVeleta - 2022-09-14
Join and see it in real-time for yourself...
https://t.co/quNhVQyvC5

Trades Log at https://t.co/WrZxJ6pyiy 

#ES_F $SPX #trading #NQ_F #RTY_F #DJIA $NDX #YM_F #RUT #DAX #FSTE https://t.co/mmtXo5EouD",en,2,,TradeInflection_GUI, https://twitter.com/Tradeinflection/status/1570195023634878464/photo/1;, HubVeleta;, https://discord.gg/VbHPWJGafk; https://seerkast.com/report/table/dom/future;, ES_F; trading; NQ_F; RTY_F; DJIA; YM_F; RUT; DAX; FSTE;,"[{'text': 'SPX', 'indices': [168, 172]}, {'text': 'NDX', 'indices': [201, 205]}]"
Thu Sep 08 15:51:15 +0000 2022,Trade_ADX,False,False,1567903399592755202,"#DowJones continues to recover.

Hopefully, will also end the week on a positive note. https://t.co/PXwZtynCpm",en,1,,Twitter Web App, https://twitter.com/Trade_ADX/status/1567903399592755202/photo/1;,,, DowJones;,
Wed Sep 14 12:01:49 +0000 2022,George Kirikos,False,False,1570019988462878720,"11 years ago, Frank Schilling was predicting $6,000/oz gold:

https://t.co/RbkOrfEdoa

or a DJIA at 5,000. 

""You can diarize that remark as you did my last.""

Franky is a classic ""Often wrong, never in doubt"" guy.",en,3,,Twitter Web App,,, https://www.thedomains.com/2011/08/28/in-the-post-of-the-year-frank-schilling-says-gold-could-hit-6k-an-ounce-why-you-need-to-save-your-money-why-the-best-play-on-the-new-gtlds-might-be-as-a-registrant/;,,
Sat Sep 10 01:59:08 +0000 2022,David Kass,False,False,1568418765695774723,"2022 YTD (Saturday, September 10)
    Berkshire Hathaway  -4.6%
    DJIA                              -11.5%
    S&amp;P 500                      -14.7%
    Nasdaq                         -25.7%   
    ARKK                            -52.9%
    Bitcoin                          -54.1%",en,17,2,Twitter Web App,,,,,
Wed Sep 14 19:29:30 +0000 2022,MarketWatch,False,False,1570132651880710145,The Nasdaq has also now turned lower as stocks fall to their lows of the day https://t.co/Ge5YMMtS8p,en,2,1,MarketWatch,,, https://on.mktw.net/3qG7DOM;,,
Wed Sep 14 04:22:35 +0000 2022,Going Left,False,False,1569904417901801474,"To be fair, the price of the DJIA is going down...",en,,,Twitter Web App,,,,,
Tue Sep 13 18:02:52 +0000 2022,Infinitus Capital,False,False,1569748460894834695,".@sahib_p_singh 

$YM_F #YM_F watch when at  -------------&gt;  31,510s

$DJIA currently down 917   at 31,465
. https://t.co/FlkcWpwgbk",en,2,,Twitter Web App, https://twitter.com/InfinitusCap/status/1569748460894834695/photo/1;, sahib_p_singh;,, YM_F;,"[{'text': 'YM_F', 'indices': [18, 23]}, {'text': 'DJIA', 'indices': [73, 78]}]"
Sun Sep 11 14:00:03 +0000 2022,THE DIVIDEND DOMINATOR ,False,False,1568962578197405697,"September is the stock market's worst-performing month.

Since 1950, the Dow Jones Industrial Average (DJIA) has averaged a decline of 0.8% in September, while the S&amp;P 500 has averaged a 0.5% decline.

Nothing better than a stock market sale!",en,40,2,Tweet Hunter Pro,,,,,
Tue Sep 13 11:18:05 +0000 2022,ChairmanOfFM93,False,False,1569646596064944130,Hoping to get a quick long scalp on #DJIA https://t.co/ymASqrHdMJ,en,,,Twitter Web App, https://twitter.com/ChairmanofFM93/status/1569646596064944130/photo/1;,,, DJIA;,
Wed Sep 14 04:07:21 +0000 2022,Wall Street Silver,False,False,1569900583817203712,"When You Pick the Wrong Day to Celebrate ...... 

sound (this one is good) https://t.co/ZAE5SFvU2f",en,2883,670,Twitter Web App, https://twitter.com/WallStreetSilv/status/1569900583817203712/video/1;,,,,
Tue Sep 13 19:35:13 +0000 2022,Mad CT Mama,False,False,1569771700627324928,"DJIA is -1267 today and still dropping 
Inflation https://t.co/dLnQ92xReH",en,,,Twitter for iPhone, https://twitter.com/MadCTMama/status/1569771700627324928/photo/1;,,,,
Wed Sep 14 16:22:02 +0000 2022,Dowhaus,False,False,1570085474802323459,"Salesforce launched new Customer 360 innovations, which provide companies with powerful automation and intelligence technologies to drive efficient growth and deliver personalized customer experiences at scale. $CRM $DIA $DJIA #trading #BreakingNews #CloudComputing #DowJones https://t.co/fplbytKSzU",en,,1,Twitter Web App, https://twitter.com/dowhaus/status/1570085474802323459/photo/1;,,, trading; BreakingNews; CloudComputing; DowJones;,"[{'text': 'CRM', 'indices': [211, 215]}, {'text': 'DIA', 'indices': [216, 220]}, {'text': 'DJIA', 'indices': [221, 226]}]"
Tue Sep 13 16:25:31 +0000 2022,Trade_ADX,False,False,1569723964909584385,"#DowJones #DJIA 

Carnage in US markets. Will the lower trend-line act as support again? https://t.co/iBtWYKhUOH",en,1,,Twitter Web App, https://twitter.com/Trade_ADX/status/1569723964909584385/photo/1;,,, DowJones; DJIA;,
Sat Sep 10 15:23:27 +0000 2022,Reformed Trder,False,False,1568621181007175681,"Current structure compared to $SPY 2008 and $DJIA 1974.

The main difference is with 1972-1974 being stretched out over a longer time frame and an overshoot of the downtrend. Nonetheless, the pattern is very similar. https://t.co/BToEKJCWQG",en,39,4,Twitter for iPhone, https://twitter.com/Reformed_Trader/status/1568621181007175681/photo/1; https://twitter.com/Reformed_Trader/status/1568621181007175681/photo/1; https://twitter.com/Reformed_Trader/status/1568621181007175681/photo/1;,,,,"[{'text': 'SPY', 'indices': [30, 34]}, {'text': 'DJIA', 'indices': [44, 49]}]"
Tue Sep 06 19:09:23 +0000 2022,Sven Henrich,False,False,1567228485755719680,While the year 2000 is mostly remembered for the tech crash it may also be worth remembering the incredible chop in indices. Here's the $DJIA in the year 2000: https://t.co/68R3yjrOEf,en,196,12,Twitter Web App, https://twitter.com/NorthmanTrader/status/1567228485755719680/photo/1;,,,,"[{'text': 'DJIA', 'indices': [136, 141]}]"
Sat Sep 10 01:40:24 +0000 2022,My Swing Trades,False,False,1568414051067396099,"#DJIA
Dow Jones Industrial Average may try to consolidate around the upper band of the Channel before giving a confirmation of the Trend.

As of now looking stable and good

#StocksToBuy
#BreakoutStocks https://t.co/Ze48OLPUAg",en,5,,Twitter for Android, https://twitter.com/MySwingTrades1/status/1568414051067396099/photo/1; https://twitter.com/MySwingTrades1/status/1568414051067396099/photo/1;,,, DJIA; StocksToBuy; BreakoutStocks;,
Wed Sep 14 11:24:41 +0000 2022,chris wilkinson,False,False,1570010644807663618,"DJIA, SPX, and Nasdaq Composite are at critical junctures.... all 3 now have a head and shoulders pattern going back to late June and price is at the neckline.   One year SPX chart below. https://t.co/IDXVTosGk4",en,,,Twitter Web App, https://twitter.com/tradeprn/status/1570010644807663618/photo/1;,,,,
Tue Sep 13 21:30:53 +0000 2022,Miguel Diaz,False,False,1569800809277276163,"Dow Jones (DJI) is at 31,104.97 (-3.94%) 
https://t.co/DfEqtnvoUG",en,1,1,Twitter for iPhone,,, http://www.investing.com/indices/us-30?utm_source=investing_app&utm_medium=share_link&utm_campaign=share_instrument;,,
Tue Sep 13 18:40:04 +0000 2022,Steve Herman,False,True,1569757824850296832,"Update: #DJIA off 1,000 points. https://t.co/99LnSv3WY2",en,4,6,Twitter Web App, https://twitter.com/W7VOA/status/1569757824850296832/photo/1;,,, DJIA;,
Tue Sep 13 14:03:27 +0000 2022,Steve Herman,False,True,1569688209558310917,Update: #DJIA now down 717 points. https://t.co/Ax7ZD3OwoM,en,7,6,Twitter Web App, https://twitter.com/W7VOA/status/1569688209558310917/photo/1;,,, DJIA;,
Wed Sep 14 17:22:08 +0000 2022,Dowhaus,False,False,1570100600574017537,"Downy will partner with influencers across social platforms and release a TV spot to help launch Downy Rinse &amp; Refresh, a revolutionary deep-cleaning fabric rinse designed to remove odor-causing residues 3X better than detergent alone. $PG $DIA $DJIA #trading #DowJones https://t.co/ZuatVjXxfC",en,,,Twitter Web App, https://twitter.com/dowhaus/status/1570100600574017537/photo/1;,,, trading; DowJones;,"[{'text': 'PG', 'indices': [240, 243]}, {'text': 'DIA', 'indices': [244, 248]}, {'text': 'DJIA', 'indices': [249, 254]}]"
Fri Sep 09 11:45:40 +0000 2022,Kathy Lien,False,False,1568203983541473280,"Good morning NY! Things to know:

$DJIA futures 
US yields lower USD tries to claw back o/n losses 
BoE meeting postponed 1 week
Japan expresses more concern about Yen
Chinese inflation eases, same worries for US
AUD strongest USD weakest

CAD jobs report due",en,26,4,Twitter Web App,,,,,
Wed Sep 14 16:13:33 +0000 2022,Fiorente2,False,False,1570083340035977220,"Each week we publish the Gann Master Cycle updates on the $DJIA, $SPX and $COMPX. We recently added a Planetary Harmonic Model on the $SPX as in below chart. We have now have used this model for the $COMPX and $SPX as well into end of 2022. Read more: https://t.co/kBCBxjYEdK",en,5,1,Hootsuite Inc.,,, https://fiorente2.substack.com/p/planetary-harmonic-model-13-sep-22;,,"[{'text': 'DJIA', 'indices': [58, 63]}, {'text': 'SPX', 'indices': [65, 69]}, {'text': 'COMPX', 'indices': [74, 80]}, {'text': 'SPX', 'indices': [134, 138]}, {'text': 'COMPX', 'indices': [199, 205]}, {'text': 'SPX', 'indices': [210, 214]}]"
Wed Sep 14 04:43:36 +0000 2022,Jigar Upadhyay,False,False,1569909708466827267,"DJIA - Dow Jones channel. We may see a further dip in DOW towards the channel. 
@nishkumar1977 

#nifty #DowJones https://t.co/1csDiBtXBe",en,,,Twitter Web App, https://twitter.com/ijigarupadhyay/status/1569909708466827267/photo/1;, nishkumar1977;,, nifty; DowJones;,
Tue Sep 13 20:01:54 +0000 2022,Steve Herman,False,True,1569778417343643649,"#DJIA closes the day off 1276 points, a dive of nearly four percent. https://t.co/yAPqUzDrOM",en,30,8,Twitter Web App, https://twitter.com/W7VOA/status/1569778417343643649/photo/1;,,, DJIA;,
Tue Sep 13 17:40:07 +0000 2022,Kartik Gupta,False,False,1569742736525512704,"Look at how US futures reacted once #uscpi data was out.
Credits: @DevkChawla 

Look at how algos work.

#StockMarket #SPX500 #NASDAQ #stockmarketcrash #DowJones #DJIA #Apple #MSFT #Tesla https://t.co/nUELUCOWKn",en,3,2,Twitter for iPhone, https://twitter.com/Kartik10081/status/1569742736525512704/video/1;, DevkChawla;,, uscpi; StockMarket; SPX500; NASDAQ; stockmarketcrash; DowJones; DJIA; Apple; MSFT; Tesla;,
Wed Sep 14 03:01:59 +0000 2022,"Ashish H Kyal, Author",False,False,1569884135581425664,"#Nifty to open with 300 points gap down after more than 1200 points crash in DJIA, channel support at 17790 which is also price action area, let see if we can bounce back in 1st hour from here or 18k put sellers starts panicking https://t.co/MSrejdUFta",en,31,3,Twitter for Android, https://twitter.com/kyalashish/status/1569884135581425664/photo/1;,,, Nifty;,
Tue Sep 13 00:19:38 +0000 2022,Reinier Martnez,False,False,1569480892044935169,"Option traders are paying record amount of money for put protection.
Source: @BloombergTV 

 This will fuel the biggest short squeeze in history, getting ready for upcoming $95 billion of quantitative tightening every month.

$SPX $QQQ $DJIA https://t.co/zCt1Kyj3Ve",en,2,,Twitter for iPhone, https://twitter.com/reiniermf/status/1569480892044935169/photo/1;, BloombergTV;,,,"[{'text': 'SPX', 'indices': [229, 233]}, {'text': 'QQQ', 'indices': [234, 238]}, {'text': 'DJIA', 'indices': [239, 244]}]"
Thu Sep 15 01:51:43 +0000 2022,Global News Thailand ,False,False,1570228839003082752,"#WallStreet 
WED 14SEP 2022
- CLOSED -
DOW (DJIA) 31,135.09 +30.12 (+0.10%) 
S&amp;P 500 3,946.01 +13.32 (+0.34%) 
NASDAQ 11,719.68 +86.10 (+0.74%) 
@investingcom 
https://t.co/HVk4PR7QNI",en,1,,Twidere for Android,, Investingcom;, https://m.investing.com/indices/;, WallStreet;,
Tue Sep 13 13:08:51 +0000 2022,AlertsAndNews,False,False,1569674469320318978,"$SPY $DJIA Inflation rose 0.1% in August even with sharp drop in gas prices

That surprising with oil dipping that inflation didn't turn. Not good. 

https://t.co/XyxibYDRCi",en,1,,OneUp App,,, https://news.alertsandnews.com/inflation-rose-0-1-in-august-even-with-sharp-drop-in-gas-prices/;,,"[{'text': 'SPY', 'indices': [0, 4]}, {'text': 'DJIA', 'indices': [5, 10]}]"
Wed Sep 14 00:59:36 +0000 2022,Ricky Chan,False,False,1569853334621913088,"Inflation, 8.3%
Dow Jones Industrial Average (DJIA) lost 1,276.37 points on Tue, falling by 3.94% to 31,104.97. The S&amp;P 500 had its worst day of 2022, losing 177.72 points, or 4.32% of its value, to end at 3,932.69. The Nasdaq Composite fared even worse, falling by 632.84 points. https://t.co/F42l2GimK8",en,,,Twitter Web App, https://twitter.com/RickyChanRC/status/1569853334621913088/photo/1;,,,,
Wed Sep 14 03:08:21 +0000 2022,Marc Parkin,False,True,1569885736383713284,@GeorgeHampton25 Looks like the DJIA https://t.co/nz2YknDJYt,en,1,,Twitter for iPhone, https://twitter.com/MarcParkin/status/1569885736383713284/photo/1;, GeorgeHampton25;,,,
Mon Sep 12 23:18:45 +0000 2022,Heisenberg,False,False,1569465568318865410,$SPY $QQQ $IWM $DJIA another scenario: the CPI completely misses and is well above expectations. Markets rug pull -3%. Your yolo puts go 25x. Never know,en,44,,Twitter for iPhone,,,,,"[{'text': 'SPY', 'indices': [0, 4]}, {'text': 'QQQ', 'indices': [5, 9]}, {'text': 'IWM', 'indices': [10, 14]}, {'text': 'DJIA', 'indices': [15, 20]}]"
Wed Sep 14 04:48:09 +0000 2022,David Buik,False,False,1569910851427090432,"Markets were lulled into tranquillity by Ukraine progress. Enter stage left reality! - Inflation blow to US at 8.3%, US markets yield by 4-5% y'day- carnage! Oil $92. Asia sheds av: 1%-2.5%! Unsettling opening calls: FTSE -50 @ 7335 DAX -90 @ 13091 CAC -40 @ 6205 DJIA +66 @ 31170",en,19,2,Twitter Web App,,,,,
Wed Sep 14 21:18:00 +0000 2022,Domain Mondo,False,False,1570159957873684480,"Sep 14 #StockMarket relief rally? #DJIA +0.1%, S&amp;P 500 +0.3%, #Nasdaq +0.7% https://t.co/lJmKhX779K $QQQ #investors #stocks #investing https://t.co/dLcv5EPZLR",en,4,4,Twitter Web App, https://twitter.com/DomainMondo/status/1570159957873684480/photo/1;,, https://www.domainmondo.com/p/markets.html;, StockMarket; DJIA; Nasdaq; investors; stocks; investing;,"[{'text': 'QQQ', 'indices': [104, 108]}]"
Fri Sep 09 16:24:36 +0000 2022,elk,False,False,1568274180965031936,"How I see the markets right now. 

$SPY $DJIA $ES_F $SPX 

#marketcrash https://t.co/eFJkhvKUTL",en,9,1,Twitter Web App, https://twitter.com/elevator_elk/status/1568274180965031936/photo/1;,,, marketcrash;,"[{'text': 'SPY', 'indices': [35, 39]}, {'text': 'DJIA', 'indices': [40, 45]}, {'text': 'ES_F', 'indices': [46, 51]}, {'text': 'SPX', 'indices': [52, 56]}]"
Tue Sep 13 14:38:40 +0000 2022,Dowhaus,False,False,1569697072680501249,"Goldman Sachs plans to lay off hundreds of employees next week. The bank typically trims about 1% to 5% of its staff each year, and the 2022 cuts will likely fall on the lower end of this range. $GS $DIA $DJIA #trading #BREAKING #DowJones https://t.co/MnRV7pFHxx",en,1,,Twitter Web App, https://twitter.com/dowhaus/status/1569697072680501249/photo/1;,,, trading; BREAKING; DowJones;,"[{'text': 'GS', 'indices': [195, 198]}, {'text': 'DIA', 'indices': [199, 203]}, {'text': 'DJIA', 'indices': [204, 209]}]"
