Created on,author,is_retweet,is_reply,tweet_id,tweet_body,language,likes,retweet_count,source,medias,user_mentioned,urls,hashtags,symbols
Thu Sep 15 10:07:30 +0000 2022,ISABELNET,False,False,1570353606682984448,"Subscriber Access

The #stockmarket bull and bear indicator, the short- &amp; long-term forecasts, the #valuation &amp; ERP models have been updated on https://t.co/ZrpyqM1YJ4

#valuations #markets #investing #assetallocation
#sp500 #nasdaq #dow #dowjones $djia $spx #spx $spy #stocks https://t.co/yoD1hUSW8i",en,6,,Twitter Web App, https://twitter.com/ISABELNET_SA/status/1570353606682984448/photo/1;,, https://www.isabelnet.com/;, stockmarket; valuation; valuations; markets; investing; assetallocation; sp500; nasdaq; dow; dowjones; spx; stocks;,"[{'text': 'djia', 'indices': [258, 263]}, {'text': 'spx', 'indices': [264, 268]}, {'text': 'spy', 'indices': [274, 278]}]"
Wed Sep 14 15:31:46 +0000 2022,Randylus,False,False,1570072822323773440,#DJIA Weekly https://t.co/e3W2SqObdp,en,,,Twitter Web App, https://twitter.com/randylus/status/1570072822323773440/photo/1;,,, DJIA;,
Thu Sep 15 22:43:37 +0000 2022,STOCKMASTER2000,False,False,1570543889064378371,1/2 #UNCLEJAY AND THE CRYSTAL BALL SO MANY OF YOU HAVE COME TO LOVE - YOU KNOW WHO YOU ARE :) #CHINA #INDIA #COVID MADNESS HAS CAUSED IN PARTS OF THE DEVELOPING WORLD GENERATIONAL WEALTH DESTRUCTION! #POWELL AND THE #FED MUST BE STOPPED #PONZI  #REALESTATE $DJIA $SPY $FDX https://t.co/7g7a0jSUbF,en,4,2,Twitter for iPhone, https://twitter.com/STOCKMASTERJAY/status/1570543889064378371/video/1;,,, UNCLEJAY; CHINA; INDIA; COVID; POWELL; FED; PONZI; REALESTATE;,"[{'text': 'DJIA', 'indices': [257, 262]}, {'text': 'SPY', 'indices': [263, 267]}, {'text': 'FDX', 'indices': [268, 272]}]"
Tue Sep 13 20:09:42 +0000 2022,CNBC Now,False,True,1569780379317579776,"Dow tumbles 1,200 points for worst day since June 2020 after hot inflation report; Nasdaq plummets 5%
https://t.co/ee7BGLt9Ym https://t.co/FDoJeMnY91",en,75,68,Twitter Web App, https://twitter.com/CNBCnow/status/1569780379317579776/photo/1;,, https://cnb.cx/3xhvick;,,
Tue Sep 13 18:02:52 +0000 2022,Infinitus Capital,False,False,1569748460894834695,".@sahib_p_singh 

$YM_F #YM_F watch when at  -------------&gt;  31,510s

$DJIA currently down 917   at 31,465
. https://t.co/FlkcWpwgbk",en,2,,Twitter Web App, https://twitter.com/InfinitusCap/status/1569748460894834695/photo/1;, sahib_p_singh;,, YM_F;,"[{'text': 'YM_F', 'indices': [18, 23]}, {'text': 'DJIA', 'indices': [73, 78]}]"
Thu Sep 15 20:01:30 +0000 2022,MarketWatch,False,False,1570503091341893632,U.S. stocks finish lower for second time in three days as Treasury yields climb https://t.co/2Sm1ZDpi1l,en,4,5,MarketWatch,,, https://on.mktw.net/3Bmay45;,,
Wed Sep 14 01:02:51 +0000 2022,Dan Whipple,False,False,1569854153010335746,"The absolute timing of this speech, as core CPI comes in higher than expected and the DJIA tanks in real time at the bottom of the screen. The emperor has no clothes, folks. https://t.co/LAPBPyLFK2",en,,,Twitter Web App, https://twitter.com/DanWhipple_/status/1569854153010335746/video/1;,,,,
Tue Sep 13 19:35:13 +0000 2022,Mad CT Mama,False,False,1569771700627324928,"DJIA is -1267 today and still dropping 
Inflation https://t.co/dLnQ92xReH",en,,,Twitter for iPhone, https://twitter.com/MadCTMama/status/1569771700627324928/photo/1;,,,,
Thu Sep 15 19:34:45 +0000 2022,Sofi Sana,False,False,1570496362697084929,"$djia  $1500 into $40k in the last 30 days. If you really want make huge profits on trading then, Join this winning chat. ~
https://t.co/XNcid4rMkS",en,,,Twitter Web App,,, http://discord.gg/TaxSEAX42R;,,"[{'text': 'djia', 'indices': [0, 5]}]"
Thu Sep 15 13:22:16 +0000 2022,Elliott Wave International,False,False,1570402623571853318,"Bear market rallies often end very suddenly. This Chart of the Day explains. https://t.co/m7zEV0dtgk

#Elliottwave #invest #investing #stocks #stockmarket #SPX #DJIA #Nasdaq #trading #daytrader #swingtrader #stocktrading #technicalanalysis #tradesetup #stocktip #investinglesson https://t.co/ouNeCoeR5Z",en,24,2,Hootsuite Inc., https://twitter.com/elliottwaveintl/status/1570402623571853318/photo/1;,, http://ow.ly/57iL50KKiko;, Elliottwave; invest; investing; stocks; stockmarket; SPX; DJIA; Nasdaq; trading; daytrader; swingtrader; stocktrading; technicalanalysis; tradesetup; stocktip; investinglesson;,
Wed Sep 14 06:28:05 +0000 2022,Trendonomics by Harsh Dixit,False,False,1569936001283551233,"What if #DJIA has completed 3 wave Fall from recent swing high?

It simply means it could be ready for another set of Rally abv swing high of 34270

Tough to believe for Macro Bears
#StockMarket is not easy.
#Elliottwave",en,14,1,Twitter for Android,,,, DJIA; StockMarket; Elliottwave;,
Wed Sep 14 11:55:04 +0000 2022,Jason Spatafora,False,False,1570018290981867524,"Bulls thinking Powell was going to pivot, drop to .25bps and that #CpiData would come in under 8% when #PPI drops at 8:30. $spy $djia $qqq $Vix https://t.co/YhBVWXsvzr",en,28,18,Twitter for iPhone, https://twitter.com/WolfOfWeedST/status/1570018290981867524/video/1;,,, CpiData; PPI;,"[{'text': 'spy', 'indices': [124, 128]}, {'text': 'djia', 'indices': [129, 134]}, {'text': 'qqq', 'indices': [135, 139]}, {'text': 'Vix', 'indices': [140, 144]}]"
Sat Sep 10 15:23:27 +0000 2022,Reformed Trder,False,False,1568621181007175681,"Current structure compared to $SPY 2008 and $DJIA 1974.

The main difference is with 1972-1974 being stretched out over a longer time frame and an overshoot of the downtrend. Nonetheless, the pattern is very similar. https://t.co/BToEKJCWQG",en,39,4,Twitter for iPhone, https://twitter.com/Reformed_Trader/status/1568621181007175681/photo/1; https://twitter.com/Reformed_Trader/status/1568621181007175681/photo/1; https://twitter.com/Reformed_Trader/status/1568621181007175681/photo/1;,,,,"[{'text': 'SPY', 'indices': [30, 34]}, {'text': 'DJIA', 'indices': [44, 49]}]"
Thu Sep 15 23:37:20 +0000 2022,TradeInflection Premium Options Service,False,False,1570557410279817228,"Daily Futures results in @HubVeleta - 2022-09-15
Join and see it in real-time for yourself...
https://t.co/e8d4QRy5IL

Trades Log at https://t.co/HasmdqHtfE 

#ES_F $SPX #trading #NQ_F #RTY_F #DJIA $NDX #YM_F #RUT #DAX #FSTE https://t.co/RgHXzDZ0p3",en,1,,TI_OPTIONS, https://twitter.com/TI_RT_Options/status/1570557410279817228/photo/1;, HubVeleta;, https://discord.gg/VbHPWJGafk; https://seerkast.com/report/table/dom/future;, ES_F; trading; NQ_F; RTY_F; DJIA; YM_F; RUT; DAX; FSTE;,"[{'text': 'SPX', 'indices': [168, 172]}, {'text': 'NDX', 'indices': [201, 205]}]"
Thu Sep 15 21:43:51 +0000 2022,The Trading Turret,False,False,1570528851071209472,"Market recap via Mkt Edge: $SPX and $NDX still trading around technical levels ahead of the FOMC Meeting, but underlying breadth is weak and its doubtful last weeks lows will hold. $DJIA, $DJT and $SMH have already broken that support level with June lows now in sight. $SPY $QQQ https://t.co/yYbAjRfPYZ",en,2,2,Twitter Web App, https://twitter.com/TradingTurret/status/1570528851071209472/photo/1;,,,,"[{'text': 'SPX', 'indices': [27, 31]}, {'text': 'NDX', 'indices': [36, 40]}, {'text': 'DJIA', 'indices': [182, 187]}, {'text': 'DJT', 'indices': [189, 193]}, {'text': 'SMH', 'indices': [198, 202]}, {'text': 'SPY', 'indices': [271, 275]}, {'text': 'QQQ', 'indices': [276, 280]}]"
Tue Sep 13 20:12:23 +0000 2022,Shaun Richards,False,False,1569781056361959424,I know that the main index is the S&amp;P 500 but there is still something symbolic in the Dow Jones ( DJIA) falling more than 1000 points in a day.,en,5,1,Twitter Web App,,,,,
Fri Sep 16 01:26:26 +0000 2022,"Gabriel L, Pharm.D.,BCPS",False,False,1570584864734478337,$SPX $NDX $DJIA $RUT: $VLTA #VLTA Added to watch list--- #pennystock #DYOR #StockMarket #stockstowatch #StocksToBuy #stocks https://t.co/OS499Ycl1g,en,,,Twitter Web App, https://twitter.com/Appearcomplex/status/1570584864734478337/photo/1;,,, VLTA; pennystock; DYOR; StockMarket; stockstowatch; StocksToBuy; stocks;,"[{'text': 'SPX', 'indices': [0, 4]}, {'text': 'NDX', 'indices': [5, 9]}, {'text': 'DJIA', 'indices': [10, 15]}, {'text': 'RUT', 'indices': [16, 20]}, {'text': 'VLTA', 'indices': [22, 27]}]"
Thu Sep 15 19:17:18 +0000 2022,#Banknifty #Nifty #INTRADAY Murtuza,False,False,1570491970379976705,"$nasdaq $qqq #nasdaq
#banknifty #Nifty

#DowJones $djia #djia
What first?",en,2,,Twitter for Android,,,, nasdaq; banknifty; Nifty; DowJones; djia;,"[{'text': 'nasdaq', 'indices': [0, 7]}, {'text': 'qqq', 'indices': [8, 12]}, {'text': 'djia', 'indices': [50, 55]}]"
Wed Sep 14 15:07:46 +0000 2022,Michael Dobozy,False,True,1570066782790242305,"@justinbaragona pictured: DJIA, mid free-fall https://t.co/dTBEwaH1CN",en,1,,TweetDeck, https://twitter.com/dobozysaurus/status/1570066782790242305/photo/1;, justinbaragona;,,,
Wed Sep 14 11:56:31 +0000 2022,RickSchwartz.com  The Domain King  Since 1995,False,False,1570018656020566019,"11 YEARS ago #GOLD was priced higher than TODAY!

These monetary hedges against inflation have FAILED miserably.

How will proponents of gold &amp; #BTC proclaim they are hedges against inflation explain this??

They have been HORRIBLE LOSERS!!

#Domains  #RealEstate #CASH WINNERS!! https://t.co/c3s5mklf5p",en,17,4,Twitter Web App, https://twitter.com/DomainKing/status/1570018656020566019/photo/1;,,, GOLD; BTC; Domains; RealEstate; CASH;,
Tue Sep 13 21:30:53 +0000 2022,Miguel Diaz,False,False,1569800809277276163,"Dow Jones (DJI) is at 31,104.97 (-3.94%) 
https://t.co/DfEqtnvoUG",en,1,1,Twitter for iPhone,,, http://www.investing.com/indices/us-30?utm_source=investing_app&utm_medium=share_link&utm_campaign=share_instrument;,,
Tue Sep 13 23:17:12 +0000 2022,Rebecca D'sister,False,True,1569827567019884545,"@JudiciaryGOP @JoeBiden Only novices or fools worry about glitches in the financial markets.

In 1983, the market crashed, and I rode it out.  Same in 2009.  

Look at the big picture and stop gloating.

https://t.co/7p1bXt7K9A",en,3,1,Twitter Web App,, JudiciaryGOP; JoeBiden;, https://www.macrotrends.net/1319/dow-jones-100-year-historical-chart;,,
Thu Sep 15 00:49:21 +0000 2022,Ed Black,False,True,1570213144584417280,"@Lancegooden Yet under Biden, the DJIA has never sunk as low as the highest peak it reached under Trump.  https://t.co/NaqUmlglVt",en,1,1,Twitter for iPad, https://twitter.com/EdBlackEsq/status/1570213144584417280/photo/1;, Lancegooden;,,,
Thu Sep 15 02:42:26 +0000 2022,Mori,False,True,1570241604228612096,@Killadrix You understand my rooting for DJIA 8000. https://t.co/VieiG8ndny,en,2,,Twitter Web App, https://twitter.com/moritheil/status/1570241604228612096/photo/1;, Killadrix;,,,
Thu Sep 08 15:51:15 +0000 2022,Trade_ADX,False,False,1567903399592755202,"#DowJones continues to recover.

Hopefully, will also end the week on a positive note. https://t.co/PXwZtynCpm",en,1,,Twitter Web App, https://twitter.com/Trade_ADX/status/1567903399592755202/photo/1;,,, DowJones;,
Wed Sep 14 12:01:49 +0000 2022,George Kirikos,False,False,1570019988462878720,"11 years ago, Frank Schilling was predicting $6,000/oz gold:

https://t.co/RbkOrfEdoa

or a DJIA at 5,000. 

""You can diarize that remark as you did my last.""

Franky is a classic ""Often wrong, never in doubt"" guy.",en,3,,Twitter Web App,,, https://www.thedomains.com/2011/08/28/in-the-post-of-the-year-frank-schilling-says-gold-could-hit-6k-an-ounce-why-you-need-to-save-your-money-why-the-best-play-on-the-new-gtlds-might-be-as-a-registrant/;,,
Thu Sep 15 23:37:19 +0000 2022,TradeInflection,False,False,1570557402931499008,"Daily Futures results in @HubVeleta - 2022-09-15
Join and see it in real-time for yourself...
https://t.co/quNhVQyvC5

Trades Log at https://t.co/WrZxJ6pyiy 

#ES_F $SPX #trading #NQ_F #RTY_F #DJIA $NDX #YM_F #RUT #DAX #FSTE https://t.co/o77TTUFf9R",en,1,,TradeInflection_GUI, https://twitter.com/Tradeinflection/status/1570557402931499008/photo/1;, HubVeleta;, https://discord.gg/VbHPWJGafk; https://seerkast.com/report/table/dom/future;, ES_F; trading; NQ_F; RTY_F; DJIA; YM_F; RUT; DAX; FSTE;,"[{'text': 'SPX', 'indices': [168, 172]}, {'text': 'NDX', 'indices': [201, 205]}]"
Fri Sep 09 11:45:40 +0000 2022,Kathy Lien,False,False,1568203983541473280,"Good morning NY! Things to know:

$DJIA futures 
US yields lower USD tries to claw back o/n losses 
BoE meeting postponed 1 week
Japan expresses more concern about Yen
Chinese inflation eases, same worries for US
AUD strongest USD weakest

CAD jobs report due",en,26,4,Twitter Web App,,,,,
Thu Sep 15 19:37:04 +0000 2022,Kyung-Bok Boo,False,False,1570496943545282563,Dow Jones - DJIA - 100 Year Historical Chart | MacroTrends https://t.co/iJOmqjIVmn https://t.co/CcnsU9pCyf,en,,,Twitter Web App, https://twitter.com/kyungbokboo/status/1570496943545282563/photo/1;,, https://www.macrotrends.net/1319/dow-jones-100-year-historical-chart;,,
Thu Sep 15 19:25:52 +0000 2022,IchversteheNichts,False,False,1570494126281596929,"10y 3.46%

DJIA
30,910.71
-224.38
-0.72%
LAST | 3:23:09 PM EDT
S&amp;P 500
3,891.76
-54.25
-1.37%
LAST | 3:23:19 PM EDT
NASDAQ
11,511.45
-208.23
-1.78%
LAST | 3:23:19 PM EDT
RUSS 2K*
1,827.50
-10.97
-0.60%
LAST | 3:08:00 PM EDT
VIX
26.84
+0.68
+2.60%
LAST | 3:23:16 PM EDT",en,,,Twitter Web App,,,,,
Tue Sep 13 11:18:05 +0000 2022,ChairmanOfFM93,False,False,1569646596064944130,Hoping to get a quick long scalp on #DJIA https://t.co/ymASqrHdMJ,en,,,Twitter Web App, https://twitter.com/ChairmanofFM93/status/1569646596064944130/photo/1;,,, DJIA;,
Tue Sep 13 16:31:25 +0000 2022,Maison,False,False,1569725447482613761,"DJIA -902 

Prolly a 1% hike 9/21/22 https://t.co/tIev5UCtrg",en,,,Twitter for iPhone, https://twitter.com/maison_d_ami/status/1569725447482613761/photo/1;,,,,
Wed Sep 14 17:01:56 +0000 2022,Dowhaus,False,False,1570095513357225985,"Comcast and Johnson &amp; Johnson became the latest U.S. companies to announce billion-dollar share buybacks ahead of a new tax on stock repurchases next year. Johnson &amp; Johnson announced a$5 billion stock repurchase, while Comcast authorized $20 billion. $JNJ $DIA $DJIA #trading https://t.co/rvy7fIcERi",en,,,Twitter Web App, https://twitter.com/dowhaus/status/1570095513357225985/photo/1;,,, trading;,"[{'text': 'JNJ', 'indices': [261, 265]}, {'text': 'DIA', 'indices': [266, 270]}, {'text': 'DJIA', 'indices': [271, 276]}]"
Tue Sep 13 17:40:07 +0000 2022,Kartik Gupta,False,False,1569742736525512704,"Look at how US futures reacted once #uscpi data was out.
Credits: @DevkChawla 

Look at how algos work.

#StockMarket #SPX500 #NASDAQ #stockmarketcrash #DowJones #DJIA #Apple #MSFT #Tesla https://t.co/nUELUCOWKn",en,4,2,Twitter for iPhone, https://twitter.com/Kartik10081/status/1569742736525512704/video/1;, DevkChawla;,, uscpi; StockMarket; SPX500; NASDAQ; stockmarketcrash; DowJones; DJIA; Apple; MSFT; Tesla;,
Wed Sep 14 03:01:59 +0000 2022,"Ashish H Kyal, Author",False,False,1569884135581425664,"#Nifty to open with 300 points gap down after more than 1200 points crash in DJIA, channel support at 17790 which is also price action area, let see if we can bounce back in 1st hour from here or 18k put sellers starts panicking https://t.co/MSrejdUFta",en,31,3,Twitter for Android, https://twitter.com/kyalashish/status/1569884135581425664/photo/1;,,, Nifty;,
Tue Sep 13 16:25:31 +0000 2022,Trade_ADX,False,False,1569723964909584385,"#DowJones #DJIA 

Carnage in US markets. Will the lower trend-line act as support again? https://t.co/iBtWYKhUOH",en,1,,Twitter Web App, https://twitter.com/Trade_ADX/status/1569723964909584385/photo/1;,,, DowJones; DJIA;,
Thu Sep 15 12:49:48 +0000 2022,graceland,False,False,1570394451645702146,"This Day in Financial History

9.15.1958: LIFE Magazine... the DJIA is around 500, a ""a market observer"" predicts that ""inflation alone will some day carry the DJIA &gt; 1,000."" 

9.15.1890: Baring Brothers needs and gets a bailout
 
https://t.co/WG7iKS2cXZ

https://t.co/E4tuFgfWuf",en,1,1,Twitter Web App,,, https://jasonzweig.com/this-day-in-financial-history/; https://twitter.com/jasonzweigwsj;,,
Wed Sep 14 23:50:33 +0000 2022,scale free,False,True,1570198346727587840,"@alexbruesewitz what crash is he even talking about? I pulled up DJIA for the last 5 years &amp; the only crash that stands out was on his watch, 2020. the Market's doing fine.",en,2,,Twitter Web App,, alexbruesewitz;,,,
Tue Sep 13 19:17:44 +0000 2022,Thomas Hub,False,False,1569767304543744001,"$GEMS Over the last 20 years, the management team has extensive exploration experience and has successfully raised hundreds of millions of fundings for projects initiation.  

$DJIA $NRBO #investing #StocksToBuy #stockstowatch #investors @tradingview @Stocktwits",en,4,1,Twitter Web App,, tradingview; Stocktwits;,, investing; StocksToBuy; stockstowatch; investors;,"[{'text': 'GEMS', 'indices': [0, 5]}, {'text': 'DJIA', 'indices': [177, 182]}, {'text': 'NRBO', 'indices': [183, 188]}]"
Wed Sep 14 03:08:21 +0000 2022,Marc Parkin,False,True,1569885736383713284,@GeorgeHampton25 Looks like the DJIA https://t.co/nz2YknDJYt,en,1,,Twitter for iPhone, https://twitter.com/MarcParkin/status/1569885736383713284/photo/1;, GeorgeHampton25;,,,
Fri Sep 09 16:24:36 +0000 2022,elk,False,False,1568274180965031936,"How I see the markets right now. 

$SPY $DJIA $ES_F $SPX 

#marketcrash https://t.co/eFJkhvKUTL",en,9,1,Twitter Web App, https://twitter.com/elevator_elk/status/1568274180965031936/photo/1;,,, marketcrash;,"[{'text': 'SPY', 'indices': [35, 39]}, {'text': 'DJIA', 'indices': [40, 45]}, {'text': 'ES_F', 'indices': [46, 51]}, {'text': 'SPX', 'indices': [52, 56]}]"
Wed Sep 14 11:50:52 +0000 2022,Ashish kumar sharma,False,True,1570017232373317632,"@JustNifty Sir I really wanna get a insight on how to trade such days...! All global indices negative sentiment plus huge fall yesterday. In recent times, Dow has fallen more than 1000 points twice. Bn rallies ruthlessly.

Would really appreciate if u can throw some light on this sir",en,1,,Twitter for Android,, JustNifty;,,,
Fri Sep 09 13:54:56 +0000 2022,Ranveerraj Duggal,False,False,1568236514777387008,"US stocks rises on the Friday morning after choppy trading sessions with:
DJIA rising 152 points or 0.48%

S&amp;P 500 surging 0.83% and
 
NASDAQ rising 1.27% respectively. 

#OptionsTrading #Rupee #StocksToBuy #Trends",en,5,2,Twitter for Android,,,, OptionsTrading; Rupee; StocksToBuy; Trends;,
Tue Sep 13 18:40:04 +0000 2022,Steve Herman,False,True,1569757824850296832,"Update: #DJIA off 1,000 points. https://t.co/99LnSv3WY2",en,4,6,Twitter Web App, https://twitter.com/W7VOA/status/1569757824850296832/photo/1;,,, DJIA;,
Wed Sep 07 06:17:22 +0000 2022,Stockrocker,False,False,1567396590939426817,How much will the #DJIA be up tonight?,en,17,,Twitter Web App,,,, DJIA;,
Wed Sep 14 19:29:30 +0000 2022,MarketWatch,False,False,1570132651880710145,The Nasdaq has also now turned lower as stocks fall to their lows of the day https://t.co/Ge5YMMtS8p,en,2,1,MarketWatch,,, https://on.mktw.net/3qG7DOM;,,
Tue Sep 13 14:03:27 +0000 2022,Steve Herman,False,True,1569688209558310917,Update: #DJIA now down 717 points. https://t.co/Ax7ZD3OwoM,en,7,6,Twitter Web App, https://twitter.com/W7VOA/status/1569688209558310917/photo/1;,,, DJIA;,
Thu Sep 08 13:49:38 +0000 2022, TheRealWolfBearPig ,False,False,1567872794335092736,If 1HR Closes Above 3970 I Think She Squeezes #SPX https://t.co/st8D5OFTHX,en,1,,Twitter for Android, https://twitter.com/FUCKALLMMsQ/status/1567872794335092736/photo/1;,,, SPX;,
Thu Sep 08 01:59:17 +0000 2022,Shyam Sekhar,False,False,1567694030800310272,"Have #Indian #investors stopped checking #DowJones and #NASDAQ as soon as they wake up?

That, by itself, is a #Decoupling of sorts.
#DJIA",en,60,3,Twitter for Android,,,, Indian; investors; DowJones; NASDAQ; Decoupling; DJIA;,
Wed Sep 14 04:22:35 +0000 2022,Going Left,False,False,1569904417901801474,"To be fair, the price of the DJIA is going down...",en,,,Twitter Web App,,,,,
Thu Sep 15 20:21:12 +0000 2022,"Gabriel L, Pharm.D.,BCPS",False,False,1570508051505098753,$SPX $NDX $DJIA $RUT: $CL_F #CL_F this is the perfect scenario... #oilprice cools off - goes down- beneficial for #resession and thus #equities (certain sectors) ?? https://t.co/tQ1ma93zrG,en,,,Twitter Web App, https://twitter.com/Appearcomplex/status/1570508051505098753/photo/1;,,, CL_F; oilprice; resession; equities;,"[{'text': 'SPX', 'indices': [0, 4]}, {'text': 'NDX', 'indices': [5, 9]}, {'text': 'DJIA', 'indices': [10, 15]}, {'text': 'RUT', 'indices': [16, 20]}, {'text': 'CL_F', 'indices': [22, 27]}]"
Thu Sep 15 14:33:08 +0000 2022,Heisenberg,False,False,1570420458545381376,"$SPY red
$QQQ red
$IWM red
$DJIA red
$VIX red https://t.co/evzhyfB1gw",en,6,,Twitter for iPhone, https://twitter.com/Mr_Derivatives/status/1570420458545381376/photo/1;,,,,"[{'text': 'SPY', 'indices': [0, 4]}, {'text': 'QQQ', 'indices': [9, 13]}, {'text': 'IWM', 'indices': [18, 22]}, {'text': 'DJIA', 'indices': [27, 32]}, {'text': 'VIX', 'indices': [37, 41]}]"
Thu Sep 15 19:47:33 +0000 2022,Elliottwave Forecast,False,False,1570499583397986305,"$YM_F The Index dropped hard this week, and we were calling the latest rally, as part of a flat. Here is the Weekend update to member's at https://t.co/Gijhfow2Sy, showing the idea. #elliottwave #trading $DJIA $DJ_F $SPX $SPY $ES_F https://t.co/RAVbzdjZCG",en,1,2,StockTwits Web, https://twitter.com/ElliottForecast/status/1570499583397986305/photo/1;,, http://www.elliottwave-forecast.com/;, elliottwave; trading;,"[{'text': 'YM_F', 'indices': [0, 5]}, {'text': 'DJIA', 'indices': [204, 209]}, {'text': 'DJ_F', 'indices': [210, 215]}, {'text': 'SPX', 'indices': [216, 220]}, {'text': 'SPY', 'indices': [221, 225]}, {'text': 'ES_F', 'indices': [226, 231]}]"
Tue Sep 13 21:24:12 +0000 2022,"FiboSwanny, Chartered Financial Technician - CFTe",False,False,1569799128670158850,Fun with some Fib levels on the DJIA Monthly Chart - #DJI chart on @TradingView https://t.co/4x9EFb89cY,en,4,,TradingView,, tradingview;, https://www.tradingview.com/chart/DJI/17rBHmf5-Fun-with-some-Fib-levels-on-the-DJIA-Monthly-Chart/;, DJI;,
Wed Sep 14 04:07:21 +0000 2022,Wall Street Silver,False,False,1569900583817203712,"When You Pick the Wrong Day to Celebrate ...... 

sound (this one is good) https://t.co/ZAE5SFvU2f",en,2946,688,Twitter Web App, https://twitter.com/WallStreetSilv/status/1569900583817203712/video/1;,,,,
Tue Sep 13 19:47:30 +0000 2022,John Fricke,False,False,1569774793280585729,OMG. DONT LOOK AT THE DOW! #DJIA crashing sheesus,en,6,,Twitter for iPad,,,, DJIA;,
Fri Sep 09 01:05:49 +0000 2022, TheRealWolfBearPig ,False,False,1568042960066863105,"Updated Levels:

Will Attempt Shorts 4050-Z

#SPX #DJIA #NDX #OOTT #VIX

I Think There's A Chance U Gives All Today's Gains Back EOW https://t.co/vkOLdvkBgo",en,3,1,Twitter for Android, https://twitter.com/FUCKALLMMsQ/status/1568042960066863105/photo/1;,,, SPX; DJIA; NDX; OOTT; VIX;,
Wed Sep 14 15:00:02 +0000 2022,van ilango (JustNifty),False,False,1570064839355277313,"1st step: Stop looking @ #SGXNIFTY &amp; #DJIA 
2nd Step: Start looking @ #priceaction &amp; #trend following &amp; #retracement strategy
Your success rate goes up significantly.

I don't look at these, I'm peaceful, objective and getting rich slowly &amp; quietly. https://t.co/bNIua7oKQ3 https://t.co/5Btak4udbQ",en,65,9,Twitter Web App, https://twitter.com/JustNifty/status/1570064839355277313/photo/1;,, https://twitter.com/JustNifty/status/1556156796532031488;, SGXNIFTY; DJIA; priceaction; trend; retracement;,
Thu Sep 15 18:49:43 +0000 2022,elk,False,True,1570485026474819584,"Tight conditions needed for it to materialize

For an extreme down day tomorrow to happen, panic selling + VIX rally needs to occur as we lose downwards sloping channels fast. https://t.co/CNbA90r80U",en,,,Twitter Web App, https://twitter.com/elevator_elk/status/1570485026474819584/photo/1;,,,,
Mon Sep 12 23:18:45 +0000 2022,Heisenberg,False,False,1569465568318865410,$SPY $QQQ $IWM $DJIA another scenario: the CPI completely misses and is well above expectations. Markets rug pull -3%. Your yolo puts go 25x. Never know,en,44,,Twitter for iPhone,,,,,"[{'text': 'SPY', 'indices': [0, 4]}, {'text': 'QQQ', 'indices': [5, 9]}, {'text': 'IWM', 'indices': [10, 14]}, {'text': 'DJIA', 'indices': [15, 20]}]"
Wed Sep 14 11:24:41 +0000 2022,chris wilkinson,False,False,1570010644807663618,"DJIA, SPX, and Nasdaq Composite are at critical junctures.... all 3 now have a head and shoulders pattern going back to late June and price is at the neckline.   One year SPX chart below. https://t.co/IDXVTosGk4",en,,,Twitter Web App, https://twitter.com/tradeprn/status/1570010644807663618/photo/1;,,,,
Wed Sep 14 04:48:09 +0000 2022,David Buik,False,False,1569910851427090432,"Markets were lulled into tranquillity by Ukraine progress. Enter stage left reality! - Inflation blow to US at 8.3%, US markets yield by 4-5% y'day- carnage! Oil $92. Asia sheds av: 1%-2.5%! Unsettling opening calls: FTSE -50 @ 7335 DAX -90 @ 13091 CAC -40 @ 6205 DJIA +66 @ 31170",en,19,2,Twitter Web App,,,,,
Thu Sep 15 20:43:13 +0000 2022,CaveManTRADER,False,False,1570513592931463169,Day Trading is EXTREMELY difficultAnd I love it!! #trading #stocks #CFD #SPREADTRADING $SPX $DAX $DJIA $NASDAQ $FTSE #INDECES #INDEX,en,1,,Twitter for iPhone,,,, trading; stocks; CFD; SPREADTRADING; INDECES; INDEX;,"[{'text': 'SPX', 'indices': [88, 92]}, {'text': 'DAX', 'indices': [93, 97]}, {'text': 'DJIA', 'indices': [98, 103]}, {'text': 'NASDAQ', 'indices': [104, 111]}, {'text': 'FTSE', 'indices': [112, 117]}]"
Thu Sep 15 19:31:56 +0000 2022,elk,False,False,1570495651380887552,"Update on potential sell-off day (3%+ down) for tomorrow

- Bears needed to push under 390 for the scenario to activate. Bulls can save themselves tomorrow by regaining 390.5

- Breaking downwards diag support is another checkpoint into opex before &lt; 380

$SPY $SPX $DJIA $ES_F https://t.co/7fLdj1hh3R",en,1,,Twitter Web App, https://twitter.com/elevator_elk/status/1570495651380887552/photo/1;,,,,"[{'text': 'SPY', 'indices': [259, 263]}, {'text': 'SPX', 'indices': [264, 268]}, {'text': 'DJIA', 'indices': [269, 274]}, {'text': 'ES_F', 'indices': [275, 280]}]"
Tue Sep 13 14:38:40 +0000 2022,Dowhaus,False,False,1569697072680501249,"Goldman Sachs plans to lay off hundreds of employees next week. The bank typically trims about 1% to 5% of its staff each year, and the 2022 cuts will likely fall on the lower end of this range. $GS $DIA $DJIA #trading #BREAKING #DowJones https://t.co/MnRV7pFHxx",en,1,,Twitter Web App, https://twitter.com/dowhaus/status/1569697072680501249/photo/1;,,, trading; BREAKING; DowJones;,"[{'text': 'GS', 'indices': [195, 198]}, {'text': 'DIA', 'indices': [199, 203]}, {'text': 'DJIA', 'indices': [204, 209]}]"
